apartment_,latitude,longitude,place_id,zipcode,website,property_a,map_url,phone,Market_Time,School_Time
Hannover Grand at Sandy Springs Apartments,33.998817,-84.353106,ChIJm7vwSmAL9YgRFv7nrQyjG-g,30350,http://www.hannovergrandapartments.com/,"1500 Huntcliff Village Ct, Sandy Springs, GA 30350, USA",https://maps.google.com/?cid=16725140916023066134,(855) 425-8432,4 hours 16 mins,47 mins
River Vista,33.999966,-84.334316,ChIJMenfvGoL9YgRbJjdfk98eCI,30350,http://www.rivercrossingjmg.com/,"9200 Roberts Dr, Atlanta, GA 30350, USA",https://maps.google.com/?cid=2483871875367540844,(770) 609-3150,32 mins,46 mins
Veridian at Sandy Springs Apartments,33.98145,-84.352546,ChIJMXC-y38L9YgRwXgzLM2MNrA,30350,http://www.veridianaptsatlanta.com/,"1800 Windridge Dr, Sandy Springs, GA 30350, USA",https://maps.google.com/?cid=12697491012255447233,(770) 998-2018,12 mins,28 mins
The Addison at Sandy Springs,33.971314,-84.356416,ChIJmxS1IngM9YgR2ZlOGH1cMds,30350,http://www.theaddisonatsandysprings.com/,"7889 Roswell Rd, Atlanta, GA 30350, USA",https://maps.google.com/?cid=15794507060513511897,(770) 394-7949,12 mins,28 mins
Azalea Park at Sandy Springs,33.992734,-84.346439,ChIJs_-MPmUL9YgRWMad6c7NQcc,30350,http://www.gscapts.com/apartments/sandy_springs_ga/zip_30350/gsc/4526/,"8805 Dunwoody Place Dr, Sandy Springs, GA 30350, USA",https://maps.google.com/?cid=14357983375600240216,(888) 634-8719,3 mins,11 mins
Lodge on the Chattahoochee,34.008035,-84.339291,ChIJSZ3PfUEL9YgRHLgVRR92cr8,30350,http://www.thelodgeontheriver.com/,"9401 Roberts Dr, Sandy Springs, GA 30350, USA",https://maps.google.com/?cid=13795218485264365596,(770) 558-8036,32 mins,46 mins
Wesley Apartment Homes,33.993535,-84.352919,ChIJVfSkWWIL9YgRatAE6NkCrWo,30350,http://www.wesleyapartmenthomes.com/,"1010 Huntcliff NE # 2210, Atlanta, GA 30350, USA",https://maps.google.com/?cid=7686803273915093098,(770) 518-2400,3 mins,11 mins
The Cascade at Morgan Falls,33.973208,-84.361407,ChIJV-l3mnsM9YgR0r-AV43yiPQ,30350,http://www.cascadeatmorganfalls.com/,"8085 Adair Ln, Sandy Springs, GA 30350, USA",https://maps.google.com/?cid=17620600230959431634,(706) 487-7976,42 mins,56 mins
The Pointe At Canyon Ridge Apartment Homes,33.984325,-84.353937,ChIJXxYvGX4L9YgR6Z95zJAbmuU,30350,http://www.thepointeatcanyonridge.com/,"8350 Roswell Rd, Atlanta, GA 30350, USA",https://maps.google.com/?cid=16544566489818701801,(770) 587-3796,3 mins,11 mins
Mechanicsville Crossing,33.741059,-84.403037,ChIJs5lzwHMD9YgRvjxGQfQMbwg,30353,http://www.mechanicsvilleliving.com/mechanicsville-crossing/,"555 McDaniel St SW, Atlanta, GA 30312, USA",https://maps.google.com/?cid=607718717924981950,(404) 577-2833,21 mins,6 mins
Colony Square Apartments Inc,33.64899,-84.360855,ChIJ82tH5-b99IgRv-hORZV9PGs,30354, ,"925 Conley Rd SE, Atlanta, GA 30354, USA",https://maps.google.com/?cid=7727189140727326911,(404) 366-2850,35 mins,32 mins
Columbia At South River Garden,33.659807,-84.355103,ChIJBS_0n_399IgR84_T5coBSIo,30354,http://www.columbiares.com/property/columbia-south-river-gardens,"3450 Forrest Park Rd SE, Atlanta, GA 30354, USA",https://maps.google.com/?cid=9964216146508091379,(404) 968-0043,1 hour 0 mins,50 mins
Heritage Greene,33.676565,-84.41675,ChIJC6d5rpgC9YgRK9K-LSENKZo,30354, ,"2891 Springdale Rd SW, Atlanta, GA 30315, USA",https://maps.google.com/?cid=11108424392038601259,(404) 768-1158,24 mins,11 mins
Hidden Oaks Apartments,33.674257,-84.415302,ChIJcXSknJ8C9YgR4Ef_DMejZ60,30354,http://www.jamcoproperties.com/property.jsp?catid=15,"2950 Springdale Rd, Atlanta, GA 30315, USA",https://maps.google.com/?cid=12495135766474606560, ,20 mins,18 mins
Franklin Village,33.663353,-84.405552,ChIJD1GxQXv99IgRp0nkX3i76GQ,30354, ,"3244 N Fulton Ave, Hapeville, GA 30354, USA",https://maps.google.com/?cid=7271267724068932007,(404) 768-4462,20 mins,17 mins
The Woods At Glenrose,33.671781,-84.38943,ChIJdZxx5ngC9YgRSGBkI6Zq_Yo,30354, ,"50 Mount Zion Rd SW, Atlanta, GA 30354, USA",https://maps.google.com/?cid=10015278408132747336, ,21 mins,15 mins
Bell Hartsfield,33.654695,-84.410599,ChIJh_Eywm799IgR3qN_J95sk9g,30354,http://www.bellapartmentliving.com/GA/Atlanta/Bell-Hartsfield/,"3640 S Fulton Ave, Atlanta, GA 30354, USA",https://maps.google.com/?cid=15605936835170116574,(404) 209-8770,47 mins,1 hour 11 mins
Colonial Square,33.68332,-84.396162,ChIJiadlgWIC9YgRyrJT48u4J7U,30354, ,"2637 Old Hapeville Rd SW, Atlanta, GA 30315, USA",https://maps.google.com/?cid=13053605230788457162,(404) 767-1894,40 mins,11 mins
New Village,33.675612,-84.417047,ChIJiz4TV58C9YgR6WoD0jfL1WM,30354, ,"2905 Springdale Rd SW, Atlanta, GA 30315, USA",https://maps.google.com/?cid=7193879420401314537,(404) 228-2583,24 mins,11 mins
Summerdale Commons,33.679626,-84.394756,ChIJL1xbVHwC9YgRjeSPMfX9l4s,30354, ,"2745 Old Hapeville Rd SW, Atlanta, GA 30354, USA",https://maps.google.com/?cid=10058787522295620749,(404) 767-6002,40 mins,11 mins
Ashton Browns Mill,33.681114,-84.367513,ChIJ--PGtBEC9YgRtZi3xJ6O2yU,30354,http://www.ashtonbrownsmill.com/,"500 Cleveland Ave SE, Atlanta, GA 30354, USA",https://maps.google.com/?cid=2727930811859310773,(888) 707-9292,24 mins,21 mins
Main Street Apartments,33.626061,-84.380417,ChIJQXUTnrT99IgRicRotojE1C4,30354, ,"260 Main St, Forest Park, GA 30297, USA",https://maps.google.com/?cid=3374538112262259849, ,32 mins,39 mins
Tanglewood Garden Co-Op Inc,33.673151,-84.385256,ChIJrZf-ZncC9YgRLI-WAi-mx3c,30354, ,"140 Mt Zion Rd SE, Atlanta, GA 30354, USA",https://maps.google.com/?cid=8631049931715940140,(404) 362-9002,21 mins,15 mins
Chez Moi Apartments,33.684373,-84.401547,ChIJscTW044C9YgRNTyWk6T9V1A,30354, ,"2585 Beeler Dr SW, Atlanta, GA 30315, USA",https://maps.google.com/?cid=5789374729300622389,(678) 705-7850,40 mins,11 mins
Evergreen Village Estates,33.681228,-84.372398,ChIJu2mtXxIC9YgR53UJRqgrNpY,30354, ,"445 Cleveland Ave SE, Atlanta, GA 30354, USA",https://maps.google.com/?cid=10823886756161091047,(404) 363-0444,24 mins,21 mins
Delta Victory Lake Apartments,33.638874,-84.373739,ChIJvaTmIcf99IgRKSj9l0BbyQg,30354,http://deltavictorylakeapts.com/,"4241 Hendrix Dr, Forest Park, GA 30297, USA",https://maps.google.com/?cid=633137555608250409,(404) 361-6074,58 mins,30 mins
Vineyards Browns Mill,33.679567,-84.369521,ChIJy5R9LRsB9YgRDFcM3lFvTmw,30354, ,"2738 Vineyards Dr SE, Atlanta, GA 30354, USA",https://maps.google.com/?cid=7804297601688033036,(404) 362-0020,24 mins,21 mins
Terraces at Highbury Court,33.671595,-84.389389,ChIJy5XMsnkC9YgRb22B4jSMACg,30354,http://www.terracesathighburycourt.com/,"50 Mount Zion Rd SW, Atlanta, GA 30354, USA",https://maps.google.com/?cid=2882457920283438447,(404) 366-7177,21 mins,15 mins
Avalon Ridge,33.672105,-84.387608,ChIJy5XMsnkC9YgRMxGYsd5v-94,30354,http://www.avalonridgeapts.com/,"183 Mt Zion Rd SE, Atlanta, GA 30354, USA",https://maps.google.com/?cid=16067559097827332403,(404) 343-7200,21 mins,15 mins
Pavilion Place,33.679799,-84.406119,ChIJYVCfW4UC9YgRbae5wjMM7xM,30354, ,"532 Cleveland Ave SW, Atlanta, GA 30315, USA",https://maps.google.com/?cid=1436380222604289901,(404) 767-1556,40 mins,11 mins
Gramercy At Buckhead,33.845383,-84.380435,ChIJ0eAiI4oF9YgRzXGW-ileg3k,30355,http://www.simpsonpropertygroup.com/apartments/atlanta-georgia/gramercy-at-buckhead,"3315 Roswell Rd NE, Atlanta, GA 30305, USA",https://maps.google.com/?cid=8755945634929209805,(404) 816-9140,22 mins,20 mins
05 Buckhead,33.843412,-84.37248,ChIJ0ZYo9vQF9YgRnxY5lr8OUhw,30355,http://www.05buckhead.com/,"3242 Peachtree Rd, Atlanta, GA 30305, USA",https://maps.google.com/?cid=2040709797174122143,(404) 446-0505,11 mins,23 mins
Presbyterian Homes of Georgia,33.837821,-84.371931,ChIJ1TvbT_IF9YgRelOuN46i7Pc,30355,http://www.phgainc.org/,"479 E Paces Ferry Rd NE, Atlanta, GA 30305, USA",https://maps.google.com/?cid=17864832553575142266,(404) 261-1223,16 mins,18 mins
Gables Residential,33.837491,-84.37425,ChIJ3VHsz_IF9YgRrIk0aorNkO0,30355,http://gables.com/,"475 Buckhead Ave NE, Atlanta, GA 30305, USA",https://maps.google.com/?cid=17118408178006264236,(404) 816-7396,16 mins,18 mins
92 West Paces,33.840581,-84.382925,ChIJ6evD3o4F9YgRguQGGmvIepQ,30355,http://92westpaces.com/buckhead-apartments/,"92 West Paces Ferry Rd NW, Atlanta, GA 30305, USA",https://maps.google.com/?cid=10699084227095749762,(404) 504-9292,11 mins,15 mins
Elle of Buckhead,33.836375,-84.37977,ChIJ8ZE48o0F9YgRnbA-mlAwPKE,30355,http://www.elleofbuckhead.com/,"235 Pharr Rd NE, Atlanta, GA 30305, USA",https://maps.google.com/?cid=11618214261452353693,(877) 676-5525,11 mins,15 mins
Marian Road Tenant,33.826507,-84.362753,ChIJBTuroOcF9YgR8_Et3TgaeoE,30355, ,"760 Sidney Marcus Blvd NE, Atlanta, GA 30324, USA",https://maps.google.com/?cid=9329798409582670323,(404) 814-2100,26 mins,30 mins
Camden Paces Apartments,33.843735,-84.382324,ChIJE-U2EIkF9YgREEP6gYxczsU,30355,https://www.camdenliving.com/atlanta-ga-apartments/camden-paces,"77 E Andrews Dr NW, Atlanta, GA 30305, USA",https://maps.google.com/?cid=14253431629220037392,(404) 657-4323,22 mins,20 mins
Cyan on Peachtree,33.849383,-84.365906,ChIJgwXXNFgP9YgRGuNe7c86TPI,30355,http://www.cyanonpeachtree.com/,"3380 Peachtree Rd, Atlanta, GA 30326, USA",https://maps.google.com/?cid=17459394520123630362,(470) 204-3090,11 mins,23 mins
The Residence Buckhead Atlanta,33.838956,-84.378434,ChIJlS2RUYwF9YgRbYUv_wqnsTc,30355,http://theresidencebuckhead.com/,"297 East Paces Ferry Rd NE, Atlanta, GA 30305, USA",https://maps.google.com/?cid=4013172408636638573,(404) 917-2525,11 mins,15 mins
MeridianBuckhead,33.849359,-84.370444,ChIJM2OqHV8P9YgRcyyN2094emY,30355,http://meridianbuckhead.com/,"3334 Peachtree Rd NE, Atlanta, GA 30326, USA",https://maps.google.com/?cid=7384346823408561267,(404) 261-1122,11 mins,23 mins
The Cambridge at Buckhead Apartments,33.848068,-84.375175,ChIJM-P4wV8P9YgRfGD4S3thE1c,30355,http://www.cambridgeatbuckhead.com/,"3432 Piedmont Rd NE, Atlanta, GA 30305, USA",https://maps.google.com/?cid=6274465888040673404,(404) 806-9801,11 mins,23 mins
Ivy at Buckhead,33.826155,-84.363956,ChIJn8QQxecF9YgRVMRYiH6yPOg,30355,http://ivybuckhead.com/,"740 Sidney Marcus Blvd NE, Atlanta, GA 30324, USA",https://maps.google.com/?cid=16734446571925062740,(404) 841-0883,26 mins,30 mins
Broadstone Court Apartments,33.839768,-84.371467,ChIJp2dJv_MF9YgRGz4wGK8vpTM,30355,http://www.broadstonecourt.com/?utm_source=local&utm_medium=organic&utm_content=GMB&utm_campaign=GTMA,"3097 Maple Dr NE, Atlanta, GA 30305, USA",https://maps.google.com/?cid=3721433096163180059,(404) 869-0303,16 mins,18 mins
Post Stratford,33.850889,-84.368114,ChIJQ7ciaVkP9YgRHKDmLcajAsA,30355,http://www.postproperties.com/GA/Atlanta/Buckhead/Post-Stratford,"3400 Stratford Rd NE, Atlanta, GA 30326, USA",https://maps.google.com/?cid=13835801076804526108,(404) 760-9986,11 mins,23 mins
Berkshire Terminus,33.845775,-84.37128,ChIJSSvHx_UF9YgRzYa4eSjKZ54,30355,http://www.berkshireterminus.com/,"NE, 20 Terminus Pl #1100, Atlanta, GA 30305, USA",https://maps.google.com/?cid=11414314055783450317,(866) 646-5974,11 mins,23 mins
Calvin Court,33.83778,-84.371796,ChIJVVVVVYUF9YgRvn7odjRhslI,30355,http://www.calvincourt.org/,"479 East Paces Ferry Rd NE, Atlanta, GA 30305, USA",https://maps.google.com/?cid=5958932134925729470,(404) 261-1223,16 mins,18 mins
12th Street West Apartment Homes,33.784953,-84.385701,ChIJ_1HFSkME9YgRA1Jk2QZfwdQ,30357,http://12stw.com/,"60 12th Street, Atlanta, GA 30309, USA",https://maps.google.com/?cid=15330639089567552003,(404) 874-8481,4 mins,19 mins
1122 Crescent Place,33.785346,-84.384571,ChIJ_5DkQkME9YgRMlYMdsZqQE4,30357,http://www.rampartnersllc.com/atlanta-fl-apartments/1122-crescent-place-apartments/photos/,"1122 Crescent Ave NE, Atlanta, GA 30309, United States",https://maps.google.com/?cid=5638624134084449842,(678) 553-2822,4 mins,19 mins
Above Atlanta Realtors,33.778353,-84.384779,ChIJ2RezYGgE9YgRjvvjTRTgoVM,30357,http://www.aboveatlanta.com/,"860 Peachtree St NE, Atlanta, GA 30308, USA",https://maps.google.com/?cid=6026344154209188750,(404) 645-7777,4 mins,19 mins
Lofts For Rent In Atlanta,33.787936,-84.384879,ChIJ7ZJkxkQE9YgRg7hz32LB2uw,30357, ,"1230 Peachtree St NE #1993, Atlanta, GA 30309, USA",https://maps.google.com/?cid=17067166368273774723, ,14 mins,32 mins
Peachtree Walk Condominiums,33.783699,-84.386201,ChIJb7gZJ10E9YgRIweyPf6bwtg,30357,http://peachtreewalkcondos.com/,"1074 Peachtree Walk NE, Atlanta, GA 30309, USA",https://maps.google.com/?cid=15619217973933377315,(404) 892-7400,4 mins,19 mins
Braude Consulting Group,33.785,-84.38727,ChIJf8HolFwE9YgRI7_Vef1MlSA,30357,http://braudeconsultinggroup.com/,"1109 West Peachtree St NW, Atlanta, GA 30309, USA",https://maps.google.com/?cid=2347867432298069795,(404) 216-6217,4 mins,19 mins
1280 West,33.789779,-84.387948,ChIJkTO--VoE9YgRIErGfY5pnDY,30357,http://1280west.com,"1280 West Peachtree St NW #210, Atlanta, GA 30309, USA",https://maps.google.com/?cid=3935136235131390496,(678) 999-0914,14 mins,32 mins
Juniper and Tenth High Rise,33.782139,-84.382166,ChIJkWbdQ0IE9YgRzj_x_EiLc3Y,30357, ,"150 10th St NE, Atlanta, GA 30309, USA",https://maps.google.com/?cid=8535318864394797006,(404) 249-1322,4 mins,19 mins
Windsor at Midtown,33.787019,-84.380721,ChIJUREhHEQE9YgRnUJMRK4AmGM,30357,http://www.windsoratmidtown.com/,"14th St NE, Atlanta, GA 30361, USA",https://maps.google.com/?cid=7176486754685043357, ,14 mins,32 mins
Perimeter 5550,33.906487,-84.368655,ChIJ4RVqP8QO9YgRcgmc-_Iaeg0,30358,http://liveatperimeter5550.com/,"5550 Glenridge Dr, Atlanta, GA 30342, USA",https://maps.google.com/?cid=971118300557478258,(855) 360-6482,21 mins,12 mins
Campbell-Stone Sandy Springs,33.915116,-84.376261,ChIJAeHJRZUO9YgRzZpxaK1-OuQ,30358,http://www.campbellstone.org/,"350 Carpenter Dr NE, Atlanta, GA 30328, USA",https://maps.google.com/?cid=16445596272543505101,(404) 256-2612,17 mins,13 mins
The Falls at Sandy Springs Apartment Homes,33.908382,-84.377231,ChIJbxMsEukO9YgRfDD8sdFJi_s,30358,http://www.fallsatsandysprings.com/,"5555 Roswell Rd, Atlanta, GA 30342, USA",https://maps.google.com/?cid=18125662290265780348,(404) 252-4455,12 mins,23 mins
PROMOVE,33.933638,-84.380415,ChIJi3xrf54O9YgREHk0J369Bfc,30358,http://atlanta.promove.com/,"6540 Roswell Rd NE, Atlanta, GA 30328, USA",https://maps.google.com/?cid=17799841451773032720,(404) 252-4545,17 mins,29 mins
Park Towers,33.917576,-84.360552,ChIJidkAVLEO9YgR5KYr_s0igHw,30358,http://parktowersiiatlanta.com/,"789 Hammond Dr, Sandy Springs, GA 30328, USA",https://maps.google.com/?cid=8971208725849941732,(404) 851-1600,17 mins,13 mins
Reporter Newspapers,33.920107,-84.378295,ChIJmV1KlJYO9YgRgsz4dnRceJ4,30358,http://www.reporternewspapers.net/,"6065 Roswell Rd #225, Sandy Springs, GA 30328, USA",https://maps.google.com/?cid=11418978510479871106,(404) 917-2200,7 mins,8 mins
The Falls,33.907373,-84.377283,ChIJSxGFEekO9YgRJ2nrk__4OfQ,30358,http://fallsatsandysprings.com/,"Prado Pl, Sandy Springs, GA 30342, USA",https://maps.google.com/?cid=17598370795508951335, ,12 mins,23 mins
InTown Suites Extended Stay Living Atlanta North,33.918429,-84.375574,ChIJWQFY_JUO9YgRjUyIq7cOLqA,30358,http://www.intownsuites.com/locations/atlanta-north-zss/,"355 Hammond Dr NE, Sandy Springs, GA 30328, USA",https://maps.google.com/?cid=11542179077016800397,(404) 531-0067,17 mins,13 mins
Cliffwood Apartments,33.914512,-84.380968,ChIJXzImruwO9YgRxezeHPTSxk0,30358, ,"144-, 180 Allen Rd NE, Sandy Springs, GA 30328, USA",https://maps.google.com/?cid=5604398732207385797, ,7 mins,8 mins
The Retreat at River Park Apartments,33.969038,-84.264401,ChIJ692p84Og9YgRW0AIZXn5pzE,30360,http://www.retreatatriverpark.com/,"3100 River Exchange Dr, Norcross, GA 30092, USA",https://maps.google.com/?cid=3578102728750547035,(855) 620-6211,1 hour 26 mins,39 mins
Park at Peachtree Corners,33.946606,-84.248026,ChIJ9wxEw8Cg9YgRwX8FiRjWYrY,30360,http://www.parkatpeachtreecorners.com/,"3341 Peachtree Corners Cir, Norcross, GA 30092, USA",https://maps.google.com/?cid=13142302063486926785,(844) 594-4156,49 mins,20 mins
Columns at Peachtree Corners,33.946261,-84.25198,ChIJa0ac3Lig9YgRTu3X_8T53us,30360,http://www.columnsapartments.com/apartments/ga/norcross/concepts-21-the-corners/index.aspx?p=1,"3400 Peachtree Corners Cir, Norcross, GA 30092, USA",https://maps.google.com/?cid=16996296668244077902,(770) 447-1212,49 mins,20 mins
Peachtree Place North Apt,33.931565,-84.271402,ChIJF911laqg9YgRS9Z5tLHtO_U,30360, ,"4614 Peachtree Pl Pkwy, Dunwoody, GA 30360, USA",https://maps.google.com/?cid=17670978910411150923,(770) 447-4200,17 mins,33 mins
Hunter's Ridge Apartments- Norcross,33.943556,-84.249136,ChIJgXMcebig9YgRIDve4EIG7Bg,30360,http://www.huntersridgeatlanta.com/,"1700 Hunter Ridge Ln, Norcross, GA 30092, USA",https://maps.google.com/?cid=1795817235724253984,(678) 554-4566,49 mins,20 mins
Barrington Hills,33.945129,-84.253635,ChIJi7SjZ7mg9YgRvYj3t1NUgkU,30360,http://www.liveatbarringtonhills.com/,"3352 Chelsea Park Ln, Norcross, GA 30092, USA",https://maps.google.com/?cid=5008658454134884541,(770) 648-4288,49 mins,20 mins
Winters Creek Apartments,33.926673,-84.266708,ChIJK_YEhFOn9YgRGSOHINrnMH4,30360,http://www.winterscreekapts.com/,"1600 Winters Creek Dr, Atlanta, GA 30360, USA",https://maps.google.com/?cid=9093022571695645465,(770) 284-3285,25 mins,23 mins
Highland Lakes Apartment Homes,33.947258,-84.259923,ChIJLUtIvLyg9YgROaAob6JVE1s,30360, ,"1 Ashley Lakes Dr, Peachtree Corners, GA 30092, USA",https://maps.google.com/?cid=6562683238146940985,(678) 389-4633,49 mins,20 mins
Park Trace Apartments,33.944564,-84.258571,ChIJm1tWjrug9YgRrQ3aa6B2Hyw,30360,http://myparktraceapartments.com/,"3450 Jones Mill Rd, Norcross, GA 30092, USA",https://maps.google.com/?cid=3179390293323156909,(877) 375-5210,49 mins,20 mins
Park At Peachtree Corners,33.945331,-84.250147,ChIJMVMz3big9YgRlEOr9GZnl9o,30360,https://bhmanagement.com/communities/ga/peachtree-corners/park-at-peachtree-corners-apartment-1438/,"3341 Peachtree Corners Cir, Norcross, GA 30092, USA",https://maps.google.com/?cid=15751171913640788884,(770) 448-4266,49 mins,20 mins
Park Wood Village Apartment,33.939068,-84.270831,ChIJU2yW6wcK9YgRdnibAJHW2cI,30360, ,"4920 Winters Chapel Rd, Atlanta, GA 30360, USA",https://maps.google.com/?cid=14040489231573022838,(770) 396-4004,17 mins,33 mins
Jasmine at Winters Chapel,33.921811,-84.266985,ChIJUdfTB1en9YgRkJQdHPQyuLw,30360,http://www.jasmineatwinterschapel.com/,"4335 Winters Chapel Rd, Atlanta, GA 30360, USA",https://maps.google.com/?cid=13598675098870322320,(770) 415-8328,25 mins,23 mins
Dunwoody Glen Apartments,33.930097,-84.271339,ChIJwUKrlP8J9YgRNgQ5B5LOwLg,30360,http://www.dunwoodyglen.com/,"6750 Peachtree Industrial Blvd, Atlanta, GA 30360, USA",https://maps.google.com/?cid=13312867625088910390,(678) 554-4560,17 mins,33 mins
The Reserve at Peachtree Corners,33.94815,-84.260976,ChIJwwFCeLug9YgR0cIsuhrEKaE,30360,http://www.rampartnersllc.com/,"3495 Jones Mill Rd, Norcross, GA 30092, USA",https://maps.google.com/?cid=11613028733223224017,(770) 242-6810,13 mins,16 mins
Valencia Park Apartments,33.950814,-84.252848,ChIJX6ZqYvyg9YgRKYYveqZEaw4,30360,http://www.valenciaparkhomes.com/,"3500 Peachtree Corners Cir, Norcross, GA 30092, USA",https://maps.google.com/?cid=1038999620844226089,(770) 441-0151,49 mins,20 mins
Lacota Apartments - Dunwoody,33.928128,-84.274468,ChIJY8HmTP4J9YgRw-jG7txOkJY,30360,http://www.lacotaapartments.com/,"6664 Peachtree Industrial Blvd, Dunwoody, GA 30360, USA",https://maps.google.com/?cid=10849258213141309635,(678) 554-4569,17 mins,33 mins
Spaulding Hills Apartments,33.941645,-84.268141,ChIJZ358igcK9YgRzxo7hNpQO7g,30360,http://www.spauldinghills.com/,"6701 Winter Brook Ct, Atlanta, GA 30360, USA",https://maps.google.com/?cid=13275293226056227535,(770) 396-4334,13 mins,16 mins
Cornerstone Apartment Homes,33.920718,-84.269533,ChIJZa7dDFqn9YgRUAab3Ev45fg,30360,http://www.cornerstoneatdoraville.com/,"2100 Winters Park Dr, Doraville, GA 30360, USA",https://maps.google.com/?cid=17935014095780251216,(770) 441-1718,25 mins,23 mins
Advantage Corporation Apartments,33.787016,-84.380719,ChIJjzSdA0QE9YgR8PHIr1MBpkk,30361,http://www.advantageapartments.com/index.asp,"222 14th St NE, Atlanta, GA 30309, USA",https://maps.google.com/?cid=5306930669845803504,(866) 282-2503,14 mins,32 mins
TRACE Atlanta,33.786905,-84.381582,ChIJV_2MckQE9YgR46esP7GRODI,30361,http://www.traceatlanta.com/,"W Atlanta Hotel, 188 14th St NE, Atlanta, GA 30361, USA",https://maps.google.com/?cid=3618802491055712227,(404) 724-2550,4 mins,19 mins
Mayfair Tower Condominiums,33.786243,-84.380708,ChIJzUiwA0QE9YgRFbnchN_sxK4,30361,http://mayfairtower.com/,"199 14th St NE, Atlanta, GA 30309, USA",https://maps.google.com/?cid=12593450902785669397,(404) 888-0823,4 mins,19 mins
The Art Foundry,33.789527,-84.400568,ChIJ3biW0fYE9YgRBsd25okY704,30363, ,"400 17th St NW, Atlanta, GA 30363, USA",https://maps.google.com/?cid=5687791834948355846,(404) 385-0105,18 mins,25 mins
The Exchange At West Midtown,33.78754,-84.405043,ChIJ-3Q2w_YE9YgRf-T7bCPojBY,30363,http://www.theexchangeatl.com/,"470 16th Street NW, Atlanta, GA 30363, USA",https://maps.google.com/?cid=1624928804423853183,(404) 810-9504,18 mins,25 mins
